ticket_id,type,organization,comment,photo,photo_after,coords,address,subdistrict,district,province,timestamp,state,star,count_reopen,last_activity
EXT-00192,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.182542371349054,100.60413421721795",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.473Z,,0,0,2025-11-20T21:01:31.521009
EXT-00193,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.17804521554325,100.58905749140995",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.473Z,,0,0,2025-11-20T21:01:31.521009
EXT-00194,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.175028656411895,100.5985646618298",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.473Z,,0,0,2025-11-20T21:01:31.521009
EXT-00195,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.199823704868878,100.62955455713559",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.473Z,,0,0,2025-11-20T21:01:31.521009
EXT-00196,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.196219142141297,100.62487502526088",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.473Z,,0,0,2025-11-20T21:01:31.521009
EXT-00197,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.203811673673982,100.62943436685973",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.473Z,,0,0,2025-11-20T21:01:31.521009
EXT-00198,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.202010346697275,100.62495330299961",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.473Z,,0,0,2025-11-20T21:01:31.521009
EXT-00199,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.196065171953153,100.6262224983682",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.659Z,,0,0,2025-11-20T21:01:31.521009
EXT-00200,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.19896960254812,100.63126353901349",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.659Z,,0,0,2025-11-20T21:01:31.521009
EXT-00201,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.199459656491454,100.62039199367229",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.659Z,,0,0,2025-11-20T21:01:31.521009
EXT-00202,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.199558418132607,100.61568355645109",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.659Z,,0,0,2025-11-20T21:01:31.521009
EXT-00203,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.203172045153718,100.61625525187844",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.659Z,,0,0,2025-11-20T21:01:31.521009
EXT-00204,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.196498083583677,100.6240660975324",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.659Z,,0,0,2025-11-20T21:01:31.521009
EXT-00205,{น้ำท่วม},GISTDA,น้ำท่วม | พท. (ตร.ม.): ,,,"14.194970947598446,100.6174326426244",,,,กรุงเทพมหานคร,2025-11-19T18:44:39.659Z,,0,0,2025-11-20T21:01:31.521009
